source_file,material_name,material_abbreviation,section,property_name,value,unit,english,test_condition,comments,source_file_excel
MaterialData_287735.pdf,"Ensinger TECATEC PEI GW50 PL S0001 natural - plate Polyetherimide, Glass Fiber Reinforced", PEI + 50% Glass Fiber,Descriptive Properties,Fiber architecture,Twill 2/2,,,,,combined_material_data_1.xlsx
MaterialData_287735.pdf,"Ensinger TECATEC PEI GW50 PL S0001 natural - plate Polyetherimide, Glass Fiber Reinforced", PEI + 50% Glass Fiber,Descriptive Properties,Fiber areal weight,280,g/mÂ²,,,,combined_material_data_1.xlsx
MaterialData_287735.pdf,"Ensinger TECATEC PEI GW50 PL S0001 natural - plate Polyetherimide, Glass Fiber Reinforced", PEI + 50% Glass Fiber,Descriptive Properties,Fiber orientation,0-90,Â°,,,,combined_material_data_1.xlsx
MaterialData_287735.pdf,"Ensinger TECATEC PEI GW50 PL S0001 natural - plate Polyetherimide, Glass Fiber Reinforced", PEI + 50% Glass Fiber,Descriptive Properties,Fiber type,E glass,,,,,combined_material_data_1.xlsx
MaterialData_287735.pdf,"Ensinger TECATEC PEI GW50 PL S0001 natural - plate Polyetherimide, Glass Fiber Reinforced", PEI + 50% Glass Fiber,Descriptive Properties,Layers,1-500,,,,,combined_material_data_1.xlsx
MaterialData_287735.pdf,"Ensinger TECATEC PEI GW50 PL S0001 natural - plate Polyetherimide, Glass Fiber Reinforced", PEI + 50% Glass Fiber,Descriptive Properties,Material widths,625x525,mm,,,,combined_material_data_1.xlsx
MaterialData_287735.pdf,"Ensinger TECATEC PEI GW50 PL S0001 natural - plate Polyetherimide, Glass Fiber Reinforced", PEI + 50% Glass Fiber,Descriptive Properties,Resin weight content,0.337,,,,,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Physical Properties,Density,1.9,g/cc,0.0686 lb/inÂ³,,,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Physical Properties,Filler Content,50,%,0.5,,Fiber Volume,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Mechanical Properties,Tensile Strength,450,MPa,65300 psi,,ISO 527-4,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Mechanical Properties,Tensile Modulus,24,GPa,3480 ksi,,ISO 527-4,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Mechanical Properties,Flexural Strength,570,MPa,82700 psi,,ISO 14125,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Mechanical Properties,Flexural Modulus,26,GPa,3770 ksi,,ISO 14125,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Mechanical Properties,Compressive Strength,670,MPa,97200 psi,,ISO 14126,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Mechanical Properties,Compressive Modulus,27,GPa,3920 ksi,,ISO 14126,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Thermal Properties,"CTE, linear",10,Âµm/m-Â°C,5.56 Âµin/in-Â°F,,in 0Â° and 90Â° direction,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Thermal Properties,"Maximum Service Temperature, Air",180,Â°C,356 Â°F,,long term,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Thermal Properties,"Maximum Service Temperature, Air",200,Â°C,392 Â°F,,short term,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Thermal Properties,"Glass Transition Temp, Tg",217,Â°C,423 Â°F,,,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Processing Properties,Drying Temperature,150,Â°C,302 Â°F,,,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Processing Properties,Dry Time,4.00 - 6.00,hour,4.00 - 6.00 hour,,,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Descriptive Properties,Areal weight finished product,422,g/mÂ²,,,,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Descriptive Properties,Color,natural,,,,,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Descriptive Properties,Fiber architecture,Twill 2/2,,,,,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Descriptive Properties,Fiber areal weight,280,g/mÂ²,,,,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Descriptive Properties,Fiber orientation,0-90Â°,,,,,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Descriptive Properties,Fiber type,E glass,,,,,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Descriptive Properties,Layers,1/1/1995 0:00,,,,,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Descriptive Properties,Material widths,625x525,mm,,,,combined_material_data_1.xlsx
MaterialData_287736.pdf,"Polyetherimide, Glass Fiber Reinforced",PEI + 10% Glass Fiber,Descriptive Properties,Resin weight content,0.337,,,,,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Physical Properties,Density,1.52,g/cc,0.0549 lb/inÂ³,,,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Physical Properties,Filler Content,50,%,0.5,,Fiber Volume,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Mechanical Properties,Tensile Strength,680,MPa,98600 psi,,ISO 527-4,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Mechanical Properties,Tensile Modulus,55,GPa,7980 ksi,,ISO 527-4,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Mechanical Properties,Flexural Strength,780,MPa,113000 psi,,ISO 14125,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Mechanical Properties,Flexural Modulus,57,GPa,8270 ksi,,ISO 14125,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Mechanical Properties,Compressive Strength,650,MPa,94300 psi,,ISO 14126,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Mechanical Properties,Compressive Modulus,51,GPa,7400 ksi,,ISO 14126,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Mechanical Properties,Shear Strength,131,MPa,19000 psi,,interplanar; ISO 14129,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Thermal Properties,"CTE, linear",5,Âµm/m-Â°C,2.78 Âµin/in-Â°F,,in 0Â° and 90Â° direction,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Thermal Properties,Melting Point,285,Â°C,545 Â°F,,,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Thermal Properties,"Maximum Service Temperature, Air",230,Â°C,446 Â°F,,long term,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Thermal Properties,"Maximum Service Temperature, Air",260,Â°C,500 Â°F,,short term,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Thermal Properties,"Glass Transition Temp, Tg",60,Â°C,140 Â°F,,,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Processing Properties,Drying Temperature,150,Â°C,302 Â°F,,,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Processing Properties,Dry Time,2.00 - 3.00,hour,2.00 - 3.00 hour,,,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Descriptive Properties,Areal weight finished product,349,g/mÂ²,,,,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Descriptive Properties,Color,natural,,,,,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Descriptive Properties,Fiber architecture,Twill 2/2,,,,,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Descriptive Properties,Fiber areal weight,200,g/mÂ²,,,,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Descriptive Properties,Fiber type,Carbon HT 3k,,,,,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Descriptive Properties,Material widths,1000,mm,,,,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Descriptive Properties,Material widths,1270,mm,,,,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Descriptive Properties,ply thickness (consolidated),0.2,mm,,,,combined_material_data_1.xlsx
MaterialData_287739.pdf,"Ensinger TECATEC PPS CF50 CP/IP/OS S0001 natural - Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Descriptive Properties,Resin weight content,0.427,,,,,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Physical Properties,Density,1.52,g/cc,0.0549 lb/inÂ³,,,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Physical Properties,Filler Content,50,%,0.5,,Fiber Volume,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Mechanical Properties,Tensile Strength,680,MPa,98600 psi,,ISO 527-4,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Mechanical Properties,Tensile Modulus,55,GPa,7980 ksi,,ISO 527-4,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Mechanical Properties,Flexural Strength,780,MPa,113000 psi,,ISO 14125,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Mechanical Properties,Flexural Modulus,57,GPa,8270 ksi,,ISO 14125,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Mechanical Properties,Compressive Strength,650,MPa,94300 psi,,ISO 14126,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Mechanical Properties,Compressive Modulus,51,GPa,7400 ksi,,ISO 14126,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Mechanical Properties,Shear Strength,131,MPa,19000 psi,,interplanar; ISO 14129,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Thermal Properties,"CTE, linear",5,Âµm/m-Â°C,2.78 Âµin/in-Â°F,,in 0Â° and 90Â° direction,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Thermal Properties,Melting Point,285,Â°C,545 Â°F,,,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Thermal Properties,"Maximum Service Temperature, Air",230,Â°C,446 Â°F,,long term,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Thermal Properties,"Maximum Service Temperature, Air",260,Â°C,500 Â°F,,short term,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Thermal Properties,"Glass Transition Temp, Tg",90,Â°C,194 Â°F,,,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Processing Properties,Drying Temperature,150,Â°C,302 Â°F,,,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Processing Properties,Dry Time,2.00 - 3.00,hour,2.00 - 3.00 hour,,,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Descriptive Properties,Areal weight finished product,349,g/mÂ²,,,,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Descriptive Properties,Color,natural,,,,,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Descriptive Properties,Fiber architecture,Twill 2/2,,,,,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Descriptive Properties,Fiber areal weight,200,g/mÂ²,,,,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Descriptive Properties,Fiber orientation,0-90Â°,,,,,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Descriptive Properties,Fiber type,Carbon HT 3k,,,,,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Descriptive Properties,Layers,1/1/1995 0:00,,,,,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Descriptive Properties,Material widths,625x525,mm,,,,combined_material_data_1.xlsx
MaterialData_287740.pdf,"Ensinger TECATEC PPS CW50 PL S0001 natural - plate Polyphenylene Sulfide, Carbon Fiber Reinforced",PPS + 10% Carbon Fiber,Descriptive Properties,Resin weight content,0.427,,,,,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Physical Properties,Density,1.52,g/cmÂ³,0.0549 lb/inÂ³,,Fiber Volume,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Physical Properties,Filler Content,50,%,0.5,,Fiber Volume,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Mechanical Properties,Tensile Strength,650,MPa,94300 psi,,ISO 527-4,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Mechanical Properties,Tensile Modulus,56,GPa,8120 ksi,,ISO 527-4,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Mechanical Properties,Flexural Strength,770,MPa,112000 psi,,ISO 14125,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Mechanical Properties,Flexural Modulus,59,GPa,8570 ksi,,ISO 14125,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Mechanical Properties,Compressive Strength,630,MPa,91400 psi,,ISO 14126,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Mechanical Properties,Compressive Modulus,52,GPa,7540 ksi,,ISO 14126,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Thermal Properties,"CTE, linear",5,Âµm/m-Â°C,2.78 Âµin/in-Â°F,,in 0Â° and 90Â° direction,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Thermal Properties,"Maximum Service Temperature, Air",180,Â°C,356 Â°F,,long term,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Thermal Properties,"Maximum Service Temperature, Air",200,Â°C,392 Â°F,,short term,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Thermal Properties,"Glass Transition Temp, Tg",217,Â°C,423 Â°F,,,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Processing Properties,Drying Temperature,120,Â°C,248 Â°F,,,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Processing Properties,Dry Time,2.00 - 3.00,hour,2.00 - 3.00 hour,,,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Descriptive Properties,Areal weight finished product,345,g/mÂ²,,,,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Descriptive Properties,Color,natural,,,,,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Descriptive Properties,Fiber architecture,Twill 2/2,,,,,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Descriptive Properties,Fiber areal weight,200,g/mÂ²,,,,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Descriptive Properties,Fiber type,Carbon HT 3k,,,,,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Descriptive Properties,Material widths,1000,mm,,,,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Descriptive Properties,Material widths,1270,mm,,,,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Descriptive Properties,ply thickness (consolidated),0.2,mm,,,,combined_material_data_1.xlsx
MaterialData_287741.pdf,"Ensinger TECATEC PEI CF50 CP/IP/OS S0001 natural Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Descriptive Properties,Resin weight content,0.427,,,,,combined_material_data_1.xlsx
MaterialData_287742.pdf,"Ensinger TECATEC PEI CW50 PL S0001 natural - plate Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Physical Properties,Density,1.52,g/cc,0.0549 lb/inÂ³,,Fiber Volume,combined_material_data_1.xlsx
MaterialData_287742.pdf,"Ensinger TECATEC PEI CW50 PL S0001 natural - plate Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Physical Properties,Filler Content,50,%,0.5,,,combined_material_data_1.xlsx
MaterialData_287742.pdf,"Ensinger TECATEC PEI CW50 PL S0001 natural - plate Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Mechanical Properties,Tensile Strength,65,MPa,9430 psi,,ISO 527,combined_material_data_1.xlsx
MaterialData_287742.pdf,"Ensinger TECATEC PEI CW50 PL S0001 natural - plate Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Mechanical Properties,Tensile Modulus,56,GPa,8120 ksi,,ISO 527-4,combined_material_data_1.xlsx
MaterialData_287742.pdf,"Ensinger TECATEC PEI CW50 PL S0001 natural - plate Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Mechanical Properties,Flexural Strength,770,MPa,112000 psi,,ISO 14125,combined_material_data_1.xlsx
MaterialData_287742.pdf,"Ensinger TECATEC PEI CW50 PL S0001 natural - plate Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Mechanical Properties,Flexural Modulus,46,GPa,6670 ksi,,ISO 14125,combined_material_data_1.xlsx
MaterialData_287742.pdf,"Ensinger TECATEC PEI CW50 PL S0001 natural - plate Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Mechanical Properties,Compressive Strength,15,MPa,2180 psi,,ISO 14126,combined_material_data_1.xlsx
MaterialData_287742.pdf,"Ensinger TECATEC PEI CW50 PL S0001 natural - plate Polyetherimide, Carbon Fiber Reinforced",PEI +  50% Carbon Fiber,Mechanical Properties,Compressive Modulus,52,GPa,7540 ksi,,ISO 14126,combined_material_data_1.xlsx
